Unnamed: 0,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
50,Mother Nature's Call,['NORTHERN WEATHER LAB'],0.0569,0.139,272000,1.0,0.763,1,0.968,-12.235,1,0.405,101.299,4,0.00827,1.0,1.0,0.0283,Sleepy
51,Never-ending Rain,['Freyr'],0.478,0.296,192030,0.996,0.681,8,0.968,-23.476,1,0.0423,81.535,4,0.0051,,,0.0051,Sleepy
52,Rain,['New Sounds Of Nature'],0.221,0.157,142663,0.976,0.995,0,0.872,-25.715,0,0.0532,109.755,4,1e-05,0.9986,0.9986,0.02,Sleepy
53,mid day rain,['pluvia'],0.195,0.181,180000,0.997,0.983,2,0.947,-26.476,1,0.0473,84.616,3,1e-05,,,1e-05,Sleepy
54,Tormenta de lluvia de la selva,['Las Vientas'],4.85e-05,0.0843,146707,0.0537,0.881,4,0.319,-18.398,0,0.0586,86.926,4,0.0247,,,0.0247,Sleepy
55,Ocean Rain,['Noises Of Ambience'],8.1e-05,0.199,129289,0.761,0.99,10,0.794,-19.708,1,0.0562,73.501,4,0.0246,0.9998,0.9998,0.0446,Sleepy
56,Under The Roof,['Lumo'],0.956,0.161,173000,0.999,0.501,3,0.749,-24.505,0,0.0552,95.001,1,1e-05,0.9999,0.9999,0.02,Sleepy
57,Mediatative Rain,['High Sampling'],0.143,0.0787,158267,0.998,0.979,5,0.856,-20.807,0,0.0845,172.348,1,0.00602,1.0,1.0,0.026,Sleepy
58,Mindful Rain,['Dreamy Drops'],0.141,0.129,168670,0.996,0.984,6,0.865,-21.5,0,0.0714,145.245,3,0.00616,1.0,1.0,0.0262,Sleepy
59,Stratiform Rain,['Weather and Nature Recordings'],0.992,0.0676,229916,0.999,0.274,3,0.93,-16.504,0,0.0417,78.932,4,1e-05,,,1e-05,Sleepy
60,Starting to rain,['The Wet'],0.156,0.162,212000,0.827,0.999,0,0.363,-21.738,1,0.0604,127.245,4,1e-05,0.9945,0.9945,0.0199,Sleepy
61,Fall Rain Recording,['Recorder Rain'],0.147,0.214,143425,0.994,0.982,1,0.715,-24.308,1,0.0393,91.852,4,0.0129,1.0,1.0,0.0329,Sleepy
62,Medium to Heavy Rain,['Rain Games'],0.742,0.174,207540,1.0,0.902,10,0.831,-14.364,1,0.0457,91.059,3,1e-05,0.9999,0.9999,0.02,Sleepy
63,Struck by lightning,['Indra'],0.000132,0.152,180000,0.416,0.17,7,0.38,-27.572,1,0.0824,107.745,3,0.0235,-0.9995,-0.9995,0.0035,Sleepy
64,Fall asleep Storm,['Rain Hive'],0.0169,0.103,150094,0.41,0.958,9,0.795,-19.315,1,0.0923,92.968,4,1e-05,0.6938,0.6938,0.0139,Sleepy
65,Rain Sky Samples 1,['X.L.T'],0.131,0.348,172404,0.99,0.918,1,0.408,-24.44,1,0.0363,50.866,3,0.0107,-0.9999,-0.9999,-0.0093,Sleepy
66,It's gonna rain all night,['Indra'],0.00849,0.109,180000,0.863,0.985,1,0.382,-24.296,1,0.0591,93.281,4,0.0212,0.9623,0.9623,0.0404,Sleepy
67,Distant Storm,['Skyyy'],0.0266,0.24,156008,0.394,0.822,8,0.355,-24.248,1,0.101,61.023,4,0.0356,-1.0,-1.0,0.0156,Sleepy
68,Rain Window,['TAIOWA'],0.127,0.185,244000,0.999,0.934,1,0.638,-13.388,1,0.0463,83.162,4,0.0143,0.9973,0.9973,0.0342,Sleepy
69,Light Rain - Distant Thunder,['Weather Pass'],0.201,0.106,178000,0.686,0.969,5,0.332,-21.614,1,0.0564,92.653,4,0.0262,0.9986,0.9986,0.0462,Sleepy
70,Rain Shower & Thunder,['Meteorologist'],0.0253,0.173,118886,0.988,0.967,1,0.579,-18.138,1,0.0632,81.565,1,0.0185,1.0,1.0,0.0385,Sleepy
71,Deep Rain Thunder,['VDWW'],2.18e-05,0.164,115914,0.717,0.64,10,0.685,-20.783,1,0.0579,71.841,5,0.0284,,,0.0284,Sleepy
72,Trueno distante,['Pacifica Norte'],6.33e-05,0.186,141333,0.438,0.908,7,0.419,-21.501,1,0.0605,76.202,4,0.0211,,,0.0211,Sleepy
73,Thunder & Pouring Rain,['ABC Tonnerre'],6.83e-05,0.207,130775,0.73,0.987,4,0.379,-17.295,0,0.0617,96.966,4,0.00282,,,0.00282,Sleepy
74,Storm Ahead,['Taranis'],0.000148,0.0763,192030,0.548,0.939,1,0.314,-29.583,1,0.0703,174.447,4,0.0335,-0.9998,-0.9998,0.0135,Sleepy
75,Rain Coming In,['DreamDrops'],0.133,0.0879,182771,0.992,0.599,1,0.427,-15.791,1,0.221,164.364,5,0.0186,,,0.0186,Sleepy
76,Storms,['Thunder Dome'],0.0244,0.0955,100310,0.809,0.733,5,0.663,-19.72,1,0.0564,72.474,4,0.0218,0.9586,0.9586,0.041,Sleepy
77,Tormenta de la selva,['El Tiempo Central'],0.0157,0.15,132667,0.998,0.933,4,0.974,-18.276,0,0.0873,105.149,3,0.00723,-0.9999,-0.9999,-0.0128,Sleepy
78,Gentle Thunderstorm,['Earthlite'],0.00351,0.168,132095,0.833,0.993,1,0.534,-16.541,1,0.059,76.954,5,0.0199,,,0.0199,Sleepy
79,Eye Of The Storm,['Adam Storme'],0.00996,0.222,208062,0.483,0.934,1,0.353,-30.556,1,0.0715,48.353,4,0.0396,-0.8797,-0.8797,0.022,Sleepy
80,Lets Let the Rain Fall,['PDC RAIN'],0.107,0.213,153085,0.989,0.985,2,0.357,-20.322,1,0.0551,87.4,4,0.0144,,,0.0144,Sleepy
81,Shelter From Rain And Thunder,['The Relaxation Hub'],0.885,0.0574,230598,0.356,0.954,1,0.114,-31.176,1,0.174,62.357,4,0.0291,1.0,1.0,0.0491,Sleepy
82,Calm Evening Rain,['Light Camera Rain'],0.000712,0.0791,152342,0.903,0.0498,1,0.333,-23.025,0,0.0542,75.151,1,0.0309,0.9977,0.9977,0.0509,Sleepy
83,Morning Rain,['Natsound'],0.116,0.124,188000,1.0,0.466,8,0.891,-15.107,0,0.0567,75.255,4,1e-05,,,1e-05,Sleepy
84,Exotic Rain,['Hawaii Rain'],0.0851,0.213,201425,0.954,0.957,0,0.945,-24.921,0,0.0556,51.548,4,0.0095,0.9994,0.9994,0.0295,Sleepy
85,Dense Rainfall,['The Nature Soundscapes'],0.371,0.175,168000,0.996,0.98,2,0.867,-16.36,0,0.049,69.952,3,1e-05,,,1e-05,Sleepy
86,Distant Thunder,['Thunder etc.'],0.00919,0.168,271478,0.424,0.92,1,0.379,-26.371,1,0.0826,71.111,3,0.0317,0.9999,0.9999,0.0517,Sleepy
87,Juicy Rain,['When It Rains In California'],0.114,0.125,180613,0.999,0.722,1,0.956,-21.04,1,0.0479,147.293,4,1e-05,-0.9959,-0.9959,-0.0199,Sleepy
88,Raining Down,['Bibula'],0.187,0.0832,212000,0.961,0.998,0,0.637,-26.292,1,0.0613,86.317,3,1e-05,0.9999,0.9999,0.02,Sleepy
89,Scandinavian Rain,['Northerly Nature'],0.00146,0.0615,188000,0.978,0.996,9,0.113,-19.955,0,0.0568,198.722,5,0.0146,1.0,1.0,0.0346,Sleepy
90,Under Shelter Rainstorm,['Clam Pass'],0.000132,0.18,195730,0.512,0.795,5,0.471,-21.409,1,0.0539,89.741,3,0.0287,,,0.0287,Sleepy
91,"Calm Rain, Thunder",['Climate Hive'],0.00629,0.157,128546,0.641,0.931,5,0.667,-24.415,1,0.0557,89.639,4,0.0375,1.0,1.0,0.0575,Sleepy
92,Soft Rain,['Yoga Rain'],4.28e-05,0.118,122432,0.938,0.774,0,0.343,-15.206,0,0.0704,78.072,4,0.0333,-0.9974,-0.9974,0.0134,Sleepy
93,Sleep Soft Rain,['The Rain Crew'],0.119,0.213,149370,0.946,0.966,1,0.453,-26.605,1,0.0531,93.994,4,0.0202,0.9996,0.9996,0.0402,Sleepy
94,Rain Falling From the Sky,['Forest Rain FX'],0.141,0.177,135252,0.962,0.98,5,0.508,-26.396,0,0.0502,67.118,4,0.00563,,,0.00563,Sleepy
95,Massive Rainfall,['Seasons Of Nature'],0.136,0.196,263837,1.0,0.994,6,0.877,-14.129,0,0.0536,69.458,4,1e-05,1.0,1.0,0.02,Sleepy
96,Thunder and Storm,['Indra'],0.408,0.153,208062,0.501,0.849,1,0.318,-30.444,1,0.055,84.0,4,0.0287,0.6993,0.6993,0.0427,Sleepy
97,Pluie toute la nuit,['Maîtres de la pluie'],0.149,0.153,151674,0.992,0.943,7,0.311,-15.796,1,0.0856,83.576,4,0.0227,0.2732,0.2732,0.0282,Sleepy
98,Tuck You In Rain,['Athmospherical FX'],0.142,0.171,164230,0.99,0.994,6,0.59,-21.733,1,0.0502,83.27,1,1e-05,,,1e-05,Sleepy
99,"Park Rain, Pt 3",['8k Sound Library'],0.0224,0.254,212428,0.937,0.725,1,0.407,-16.993,1,0.067,82.276,3,0.0368,,,0.0368,Sleepy
100,The Sky's Crying,['Pacific Rain'],0.743,0.198,208062,0.845,0.976,10,0.402,-30.518,0,0.0405,82.379,4,0.0192,-0.9962,-0.9962,-0.0007,Sleepy
101,Soothing Rain,['Liquid Planet Recordings'],0.97,0.131,184816,0.998,0.798,3,0.686,-28.625,0,0.0475,90.181,3,1e-05,1.0,1.0,0.02,Sleepy
102,Relaxing Thunderstorm,['The Forest Escape'],0.133,0.152,129763,0.998,0.858,1,0.651,-16.244,0,0.142,106.197,4,0.00552,-0.9999,-0.9999,-0.0145,Sleepy
103,Raining On Metal,['DreamDrops'],0.958,0.171,215883,1.0,0.477,2,0.956,-14.739,1,0.0586,111.963,4,1e-05,,,1e-05,Sleepy
104,Rain & Distant Thunder,['Essential Nature Sounds'],0.00303,0.0871,281619,0.782,0.955,1,0.488,-24.18,1,0.0817,86.31,4,0.0333,1.0,1.0,0.0533,Sleepy
105,Steady Rain,['Sleep Tight'],0.0268,0.154,122500,0.877,0.381,5,0.349,-18.241,1,0.0608,91.901,3,0.0346,0.9555,0.9555,0.0537,Sleepy
106,"Relax, It’s Raining","['Sleep, Study, Focus']",0.16,0.16,150625,1.0,0.987,0,0.561,-16.947,1,0.0578,130.842,4,1e-05,0.9997,0.9997,0.02,Sleepy
107,dripping rain,['lumen'],0.146,0.169,208062,0.707,0.989,8,0.891,-31.549,1,0.0471,69.329,4,0.0239,0.9876,0.9876,0.0437,Sleepy
108,Rain Roof,['Sampling XL'],0.147,0.189,135127,0.993,0.95,1,0.373,-16.061,0,0.114,126.071,3,0.0183,1.0,1.0,0.0383,Sleepy
109,Cosy Morning Rain,['LBE Nature Recordings'],0.118,0.212,100252,0.967,1.0,11,0.883,-30.996,0,0.0536,74.769,4,1e-05,,,1e-05,Sleepy
110,Heavy Rain - Far away Thunder,['Weather Pass'],0.000386,0.207,119231,0.254,0.845,5,0.413,-18.78,1,0.0514,96.186,4,0.0342,1.0,1.0,0.0542,Sleepy
111,Truenos y relámpagos,['Artipico'],0.00595,0.183,138000,0.744,0.962,10,0.46,-21.487,1,0.0705,114.923,3,0.0252,0.9988,0.9988,0.0452,Sleepy
112,Soft Thunder,['Tellus Recordings'],0.00242,0.09,181398,0.102,0.958,11,0.497,-27.101,0,0.0729,88.863,4,0.0234,0.9998,0.9998,0.0434,Sleepy
113,This Is Rain,['LBE Nature Recordings'],0.646,0.143,194351,0.996,0.943,1,0.901,-27.366,1,0.0699,138.678,4,1e-05,,,1e-05,Sleepy
114,Tempête de pluie apaisante,['Pluie et tonnerre'],0.00135,0.143,111667,0.463,0.891,1,0.292,-25.021,1,0.11,78.331,4,0.0547,-0.985,-0.985,0.035,Sleepy
115,Rainy Alley,['Stormy Station'],0.0297,0.0788,180177,0.84,0.954,5,0.557,-22.858,1,0.0595,83.558,3,0.0186,1.0,1.0,0.0386,Sleepy
116,Tormenta de la ciudad,['Mia Paleta'],0.0204,0.16,109333,0.792,0.874,0,0.396,-19.72,1,0.0608,129.024,3,0.022,,,0.022,Sleepy
117,Steady Raining,['Bentline Peak'],0.055,0.197,138620,0.769,0.689,1,0.26,-20.032,1,0.0713,98.562,4,0.0377,1.0,1.0,0.0577,Sleepy
118,Backyard Rains,['Weather and Nature Recordings'],0.441,0.244,151500,0.996,0.98,11,0.932,-20.696,0,0.0368,94.317,5,0.00899,-1.0,-1.0,-0.011,Sleepy
119,Orage et pluie,['Hi-Def FX'],0.000205,0.241,129289,0.897,0.964,0,0.525,-17.103,1,0.0715,52.035,4,0.00917,,,0.00917,Sleepy
120,Alley Thunderstorm,['The Relaxation Hub'],0.0235,0.227,159187,0.267,0.926,1,0.269,-30.362,1,0.0765,85.684,4,0.0576,,,0.0576,Sleepy
121,Rain keeps pouring,['Imbrem'],0.0276,0.134,212000,0.968,0.98,10,0.335,-21.002,0,0.0908,87.515,4,0.0246,1.0,1.0,0.0446,Sleepy
122,Thunder Afternoon (Rain),['Natsound'],0.0309,0.0777,184000,0.995,0.985,4,0.338,-16.537,0,0.0643,80.582,1,0.0125,,,0.0125,Sleepy
123,The Picnic is Over,['Akvavit'],0.978,0.217,198000,0.999,0.762,1,0.888,-24.479,1,0.0879,165.278,3,1e-05,,,1e-05,Sleepy
124,Oneiric Rain,['Nature Vibrations'],0.399,0.0584,174932,0.999,0.807,2,0.526,-19.75,1,0.0612,49.417,4,1e-05,0.99,0.99,0.0198,Sleepy
125,Pouring Rain & Rolling Thunder,['Essential Nature Sounds'],0.14,0.0771,211486,0.795,0.933,10,0.135,-19.189,0,0.0757,74.4,4,0.045,1.0,1.0,0.065,Sleepy
126,Pluie légère,['Effectum'],0.23,0.145,167184,0.722,0.984,5,0.386,-21.468,1,0.0563,81.726,4,0.0275,-0.9913,-0.9913,0.0077,Sleepy
127,"Breeze, Light Rain, Thunder",['Mother Nature Recordings'],0.11,0.141,138000,0.961,0.964,2,0.647,-22.407,0,0.0512,84.055,4,0.00348,0.9998,0.9998,0.0235,Sleepy
128,Cold Rain Sounds,['TELEKROME'],0.937,0.17,195125,0.999,0.997,1,0.968,-25.014,1,0.0554,125.113,4,0.00568,1.0,1.0,0.0257,Sleepy
129,Rain & Thunder,['Clam Pass'],0.00952,0.108,111150,0.745,0.898,7,0.814,-21.238,1,0.0628,83.002,4,0.00333,-1.0,-1.0,-0.0167,Sleepy
130,Regen und Donner,['BLITZ'],0.224,0.06,192125,0.882,0.96,10,0.534,-26.503,0,0.0688,45.656,3,0.0199,0.9595,0.9595,0.0391,Sleepy
131,Light Outdoors Rain With Thunder,['Nature Calm'],0.173,0.089,182000,0.81,0.748,7,0.394,-24.036,0,0.0489,69.822,3,0.0283,1.0,1.0,0.0483,Sleepy
132,Coastal Rain 해안 비,['sumyeon uisa 수면 의사'],0.122,0.111,113896,0.999,0.993,2,0.52,-16.464,1,0.0513,152.291,4,1e-05,,,1e-05,Sleepy
133,Rain Downpour,['Unhappy Campers'],0.00266,0.212,182000,0.991,0.951,8,0.399,-10.14,1,0.0879,63.498,4,1e-05,,,1e-05,Sleepy
134,Shore Rain,['The Rain Factory'],0.143,0.187,207533,0.925,0.995,0,0.295,-19.578,0,0.132,113.8,3,0.0114,1.0,1.0,0.0314,Sleepy
135,Rain Detox,['Relaxing Guru'],0.963,0.169,192000,0.993,0.784,1,0.971,-32.94,0,0.0453,120.094,4,1e-05,0.999,0.999,0.02,Sleepy
136,Gute Nacht Regen,['Ruhiger Regen'],0.281,0.194,123775,0.999,0.809,1,0.638,-17.112,1,0.0514,70.639,5,1e-05,-1.0,-1.0,-0.02,Sleepy
137,Distant Storm,['Adam Storme'],0.00557,0.176,208062,0.736,0.899,1,0.315,-28.63,1,0.0499,75.413,3,0.0141,1.0,1.0,0.0341,Sleepy
138,Hard Rain 3,['Rain Hard'],0.0275,0.132,200506,0.977,0.751,10,0.369,-16.755,0,0.0727,87.505,3,0.0322,-0.7799,-0.7799,0.0166,Sleepy
139,Rainstorm,['Lavinium'],3.44e-06,0.182,143667,0.257,0.869,5,0.308,-19.399,1,0.0517,68.315,4,0.0396,0.9992,0.9992,0.0596,Sleepy
140,Focus Rain On Shore,['Liquid Planet Recordings'],0.919,0.256,149392,0.999,0.816,1,0.965,-23.799,1,0.0411,120.277,5,1e-05,1.0,1.0,0.02,Sleepy
141,Rainy Evening,['Baltic Nature Sounds'],0.182,0.16,162459,0.904,0.983,7,0.576,-34.289,1,0.0854,130.743,3,1e-05,-1.0,-1.0,-0.02,Sleepy
142,Staycation Rain,['Rain Mozart'],0.154,0.138,121000,0.996,0.984,2,0.979,-25.027,1,0.0482,89.777,5,0.000258,1.0,1.0,0.0203,Sleepy
143,Lluvia torrencial,['Artipico'],0.0138,0.0553,158667,0.475,0.947,0,0.867,-19.109,0,0.674,66.078,3,1e-05,-0.9517,-0.9517,-0.019,Sleepy
144,Rain Drops for Deep Sleep,['Nature Vibrations'],0.27,0.0972,173952,1.0,0.961,9,0.745,-18.359,1,0.0455,59.847,4,1e-05,1.0,1.0,0.02,Sleepy
145,Rain Meditation,['Sampling XL'],0.149,0.142,127542,0.994,0.977,10,0.378,-16.07,1,0.0762,150.234,4,0.0179,1.0,1.0,0.0379,Sleepy
146,Unstoppable Rain,['When It Rains In California'],0.107,0.168,177769,0.997,0.318,2,0.972,-22.225,1,0.0589,121.436,1,1e-05,0.999,0.999,0.02,Sleepy
147,Strawberry Rain,['DreamDrops'],0.632,0.0649,212170,0.999,0.84,7,0.853,-18.214,0,0.0635,76.056,4,1e-05,,,1e-05,Sleepy
148,Sleep Rain in Nature,['Nature Recordings'],0.247,0.0607,138933,0.999,0.993,11,0.56,-16.857,1,0.0576,42.251,4,1e-05,1.0,1.0,0.02,Sleepy
149,Rain Sky Pt. 1,['Olvidara'],2.76e-06,0.115,124878,0.874,0.929,11,0.321,-16.781,1,0.054,168.992,3,0.038,0.9981,0.9981,0.058,Sleepy
150,Pacific Thunderstorm,['The Nature Soundscapes'],0.00824,0.136,116000,0.944,0.928,10,0.922,-18.856,1,0.0629,83.231,4,0.016,,,0.016,Sleepy
151,Beautiful Storm,['Nature Vibrations'],0.233,0.174,173573,0.999,0.721,7,0.479,-18.197,0,0.0722,87.698,4,1e-05,1.0,1.0,0.02,Sleepy
152,Pluie et tonnerre,['Tonerre'],1.07e-05,0.198,118000,0.292,0.759,8,0.546,-22.578,1,0.0561,89.93,4,0.0234,0.0,0.0,0.0234,Sleepy
153,Forest Rain And Thunder (Seamless),['Unhappy Campers'],0.0103,0.146,182000,0.965,0.952,1,0.418,-24.785,1,0.0601,90.422,3,0.0127,,,0.0127,Sleepy
154,11 p.m rain,['The Sleep Specialist'],0.144,0.187,135127,0.994,0.974,9,0.384,-16.144,1,0.118,124.463,4,0.0182,1.0,1.0,0.0382,Sleepy
155,Légère pluie d'orage,['Pluie et tonnerre'],0.000386,0.151,159667,0.549,0.901,1,0.599,-24.57,1,0.0683,100.886,4,0.0365,-0.8787,-0.8787,0.0189,Sleepy
156,Under Roof - Rain/Thunder,['Lavinium'],0.0254,0.145,128000,0.989,0.99,1,0.823,-18.139,1,0.0686,137.755,4,0.0168,0.9999,0.9999,0.0368,Sleepy
157,Drops Of Rain,['Skies of Rain'],0.122,0.205,178963,0.995,0.977,1,0.618,-18.627,1,0.0733,86.855,4,0.0132,0.8979,0.8979,0.0312,Sleepy
158,Wide Rain - Thunder,['Weather Pass'],0.000155,0.184,185294,0.25,0.976,5,0.617,-19.598,1,0.0547,88.913,4,0.036,0.9991,0.9991,0.056,Sleepy
159,Tormenta,['Tromentas Naturales'],7.23e-05,0.176,93667,0.362,0.995,1,0.677,-22.777,1,0.0953,137.935,4,0.0257,-0.9109,-0.9109,0.0075,Sleepy
160,Evening Thunderstorm,['SleepTherapy'],0.137,0.123,159059,0.612,0.885,5,0.528,-26.826,0,0.0709,81.896,1,0.0148,,,0.0148,Sleepy
161,it's raining,['lumen'],0.285,0.262,208062,0.95,0.96,10,0.656,-27.652,0,0.0409,96.636,3,0.0155,-0.9804,-0.9804,-0.0041,Sleepy
162,Forte pluie et tonnerre,['Orage et pluit'],0.00428,0.171,146333,0.943,0.862,9,0.947,-23.278,1,0.0743,123.31,3,0.0206,-0.128,-0.128,0.018,Sleepy
163,Cozy Rainstorm,['Sleep Miracle'],0.152,0.141,209000,0.993,0.949,8,0.39,-15.899,1,0.0828,139.989,3,0.0222,-0.9998,-0.9998,0.0022,Sleepy
164,Bajo Refugio Tormenta,['Mia Paleta'],1.66e-05,0.0719,139000,0.927,0.759,5,0.51,-19.46,1,0.0668,79.621,3,0.0225,,,0.0225,Sleepy
165,Heavy Rainstorm,['Natsound'],0.134,0.0586,207000,0.987,0.745,5,0.356,-15.888,1,0.109,67.913,5,0.013,,,0.013,Sleepy
166,Rain & Thunder,['Ogień'],0.324,0.0957,192000,0.492,0.965,1,0.273,-31.627,1,0.0648,88.597,3,0.0321,-0.7258,-0.7258,0.0176,Sleepy
167,Will it ever stop raining?,['REGN'],0.17,0.163,212000,0.998,0.976,6,0.412,-16.612,0,0.0458,87.365,4,0.00734,-0.9996,-0.9996,-0.0127,Sleepy
168,Skyfall And Thunder,['Clam Pass'],0.00028,0.125,138457,0.798,0.856,7,0.578,-17.141,1,0.0744,98.835,4,0.00729,,,0.00729,Sleepy
169,Rain For Deeper Sleep,['Ostrava Recordings'],0.161,0.262,176599,0.992,0.988,6,0.924,-20.346,1,0.0361,87.334,4,0.016,,,0.016,Sleepy
170,Lluvia intensa y truenos,['Exovis'],0.000377,0.159,116333,0.858,0.905,2,0.913,-19.577,1,0.0756,110.475,5,0.0135,,,0.0135,Sleepy
171,Rain Trees,['Mindful Measures'],0.623,0.171,170000,0.993,0.963,3,0.95,-30.87,0,0.0538,115.039,4,1e-05,1.0,1.0,0.02,Sleepy
172,Undulation,['Pacific Rain'],0.205,0.152,208062,0.969,0.989,5,0.952,-28.866,0,0.0668,134.021,3,1e-05,1.0,1.0,0.02,Sleepy
173,Distracted by the Rain,['State of Distraction'],0.0118,0.205,191548,0.939,0.444,9,0.138,-20.857,1,0.0587,60.87,4,0.0144,1.0,1.0,0.0344,Sleepy
174,Pluie tropicale,['Vædret'],0.000309,0.125,164212,0.26,0.892,5,0.654,-19.802,1,0.0541,96.819,3,0.037,,,0.037,Sleepy
175,Pluie légère et tonnerre,['Tonerre'],0.011,0.0573,129667,0.607,0.886,0,0.409,-23.21,0,0.0794,57.346,3,0.0351,-0.9883,-0.9883,0.0153,Sleepy
176,Lluvia suave,['Señora Trueno'],0.0002,0.116,182957,0.894,0.994,1,0.406,-20.035,1,0.0672,85.372,5,0.0372,,,0.0372,Sleepy
177,Falling Rain,['Medi Rela'],0.172,0.0769,149566,0.99,0.989,5,0.852,-23.671,0,0.0474,173.086,5,0.01,1.0,1.0,0.03,Sleepy
178,Bad Weather - Storm,['Lavinium'],2.9e-05,0.183,123333,0.000259,0.69,5,0.407,-18.815,1,0.141,87.558,4,0.0263,-1.0,-1.0,0.0063,Sleepy
179,From The Clouds,['Nue'],0.115,0.121,212000,0.843,0.969,10,0.714,-23.783,1,0.0456,87.28,3,1e-05,0.9808,0.9808,0.0196,Sleepy
180,Lluvia suave y truenos,['Exovis'],0.0757,0.141,118000,0.923,0.976,5,0.898,-21.403,0,0.0636,101.285,4,0.00962,,,0.00962,Sleepy
181,"Lluvia, trueno, viento",['Las Vientas'],0.000865,0.163,149667,0.996,0.966,5,0.912,-17.792,1,0.0776,128.993,3,0.0097,-0.8316,-0.8316,-0.0069,Sleepy
182,Rain on the Windowsill,['Summer Showers'],0.542,0.115,94190,1.0,0.775,5,0.935,-16.389,1,0.0506,151.129,4,1e-05,-0.9994,-0.9994,-0.02,Sleepy
183,Dock Rain 독 비,['sumyeon uisa 수면 의사'],0.235,0.2,127402,0.999,0.993,5,0.724,-18.534,1,0.0497,76.024,3,1e-05,,,1e-05,Sleepy
184,Soft Rain,['Rain In Spain'],0.114,0.142,175371,0.934,0.98,0,0.454,-28.562,1,0.0465,88.374,4,0.00424,0.9583,0.9583,0.0234,Sleepy
185,Forest Thunderstorm,['The Calm Factory'],0.73,0.142,179972,0.516,0.944,1,0.223,-25.856,1,0.0694,88.277,4,0.0263,1.0,1.0,0.0463,Sleepy
186,Back Alley Rainstorm,['Water Effects Center'],0.00961,0.0656,171000,0.684,0.956,7,0.472,-22.488,1,0.0779,77.364,3,0.00858,-1.0,-1.0,-0.0114,Sleepy
187,Costa Tormenta,['El Tiempo Central'],0.0029,0.0767,112000,0.772,0.961,1,0.92,-19.275,1,0.0637,82.935,4,0.00475,0.9997,0.9997,0.0247,Sleepy
188,Fuerte lluvia y trueno,['Pacifica Norte'],6.48e-05,0.0539,139667,0.683,0.977,5,0.802,-16.96,1,0.0776,60.242,4,0.00215,,,0.00215,Sleepy
189,Divine Sleep,['Tranquility Spree'],0.142,0.0777,160693,0.987,0.983,6,0.333,-16.126,1,0.0839,51.526,4,0.0243,-1.0,-1.0,0.0043,Sleepy
190,Waves & Rain,['Sound Designer Pro'],0.0123,0.138,166658,0.943,0.981,6,0.769,-18.138,1,0.0895,69.968,1,0.034,-0.9732,-0.9732,0.0145,Sleepy
191,Tonnerre et pluie,['Hi-Def FX'],3.39e-05,0.207,114428,0.00024,0.975,5,0.543,-18.419,1,0.178,115.831,4,0.0,,,0.0,Sleepy
192,"Forte pluie, tonnerre profond",['Effectum'],0.000352,0.141,110713,0.299,0.824,5,0.263,-18.785,1,0.0538,138.555,3,0.0346,-0.9843,-0.9843,0.0149,Sleepy
193,Rainy Night pt. 3,['Worldwide Nature Studios'],0.971,0.242,154875,0.992,0.751,4,0.972,-28.283,1,0.0576,84.482,4,0.000183,,,0.000183,Sleepy
194,Das Unwetter,['BLITZ'],0.00476,0.199,192125,0.787,0.778,10,0.538,-25.338,0,0.0572,52.984,4,0.0302,-0.9889,-0.9889,0.0104,Sleepy
195,Don't Mind The Rain,['Relaxing Guru'],0.236,0.23,192000,0.99,0.987,7,0.906,-29.471,1,0.0391,89.598,3,0.00379,0.9999,0.9999,0.0238,Sleepy
196,City Thunderstorm,['Stormy Station'],0.0179,0.161,154000,0.65,0.9,5,0.162,-22.878,1,0.0767,129.586,4,0.0337,-0.9997,-0.9997,0.0137,Sleepy
197,Tropical Rain Sound,['Regenmaschine'],0.158,0.0736,176004,0.999,0.973,7,0.908,-18.903,1,0.06,73.384,1,0.00288,,,0.00288,Sleepy
198,Sleep in the rain,['Zuni'],0.585,0.183,212000,0.977,0.982,2,0.693,-35.098,1,0.0439,83.693,4,1e-05,0.5511,0.5511,0.011,Sleepy
199,Focus To Rain Sound,['Storm Machine'],0.00117,0.208,148238,0.952,0.0503,11,0.433,-19.84,0,0.0633,87.513,3,0.0292,-0.9999,-0.9999,0.0092,Sleepy
200,Hard Rain 2,['Rain Hard'],0.019,0.171,189252,0.92,0.858,7,0.357,-18.996,1,0.0938,65.757,4,0.0342,0.7754,0.7754,0.0497,Sleepy
201,Recordings of Rainfall,['Nature Recordings'],0.317,0.0977,131135,0.998,0.994,0,0.552,-19.09,1,0.0499,89.851,3,1e-05,-0.2033,-0.2033,-0.0041,Sleepy
202,Rainy Mornings,['Forest FX Smith'],0.203,0.154,120251,0.999,0.904,1,0.581,-18.384,1,0.0471,68.518,4,1e-05,,,1e-05,Sleepy
203,Chuva para relaxar,['Biblioteca del Sueño'],0.0848,0.205,154479,0.973,0.941,2,0.607,-23.905,1,0.0655,114.07,4,0.0168,,,0.0168,Sleepy
204,Convective Rain,['Natsound'],0.0934,0.192,158072,0.984,0.971,10,0.409,-15.918,1,0.0613,108.979,4,0.00721,,,0.00721,Sleepy
205,Stetiger Regen,['Die ganze Nacht'],0.298,0.16,131135,0.999,0.99,0,0.53,-16.981,1,0.0505,82.577,3,1e-05,-0.9538,-0.9538,-0.0191,Sleepy
